no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,multiplicative_metrics_prod,score,valid,log_name,frame_type,start_time,num_actor_inputs_seen,route_points_seen,route_roadblocks_seen,map_seen,ego_seen,agent_fallback,human_fallback,max_path_deviation,max_step_displacement,token
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897981.800514,0.0,527.0,23.0,1.0,1.0,1.0,0.0,5819.067535741312,1644.9147533992877,53d3787367c75240
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899588.3003,0.0,538.0,20.0,1.0,1.0,1.0,0.0,9060.17210535931,2008.0572486711471,54580876ee835959
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897985.300004,0.0,438.0,23.0,1.0,1.0,1.0,0.0,21847.700456302657,5356.375744947516,54d1762cf973535b
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899590.299496,0.0,506.0,20.0,1.0,1.0,1.0,0.0,5027.652058261695,1272.146786512904,58b6d3046d18508e
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898073.800401,0.0,577.0,20.0,1.0,1.0,1.0,0.0,14949.88674898428,2233.5341594736,59127196fe025553
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898191.300053,0.0,499.0,20.0,1.0,1.0,1.0,0.0,7431.780912403261,1772.680238047937,5a1f551705995574
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897991.300019,0.0,323.0,22.0,1.0,1.0,1.0,0.0,8128.842078383721,1607.3959599447787,5b14b00087b051e3
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898165.799541,0.0,673.0,22.0,1.0,1.0,1.0,0.0,3694.2542510067915,900.4962372513335,5ea6697ab5c552b6
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897986.800319,0.0,410.0,23.0,1.0,1.0,1.0,0.0,4281.103851115347,2128.8216018790295,60b2a90a21b15e4a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899582.7997959,0.0,659.0,21.0,1.0,1.0,1.0,0.0,12503.234306026608,2607.9438562538076,60f2c00b9ced513f
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895693.8000429,0.0,613.0,19.0,1.0,1.0,1.0,0.0,13688.94741380821,5842.03274924952,614cdeb09cc25923
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899616.300107,0.0,671.0,21.0,1.0,1.0,1.0,0.0,16063.649195797374,2674.275691921297,61b99cf0e08d559a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898072.29943,0.0,624.0,20.0,1.0,1.0,1.0,0.0,11953.333888522819,3108.152428277931,629a5819ea0a55b8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895690.800468,0.0,542.0,19.0,1.0,1.0,1.0,0.0,12682.56642081586,3053.8528598910507,62c5045db3c159aa
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895788.300371,0.0,673.0,22.0,1.0,1.0,1.0,0.0,8939.397419471457,1737.8832455111933,633df956d5645243
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898074.800323,0.0,547.0,20.0,1.0,1.0,1.0,0.0,25546.245672387067,5277.7060916594355,64a417561b53530f
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898268.800268,0.0,531.0,21.0,1.0,1.0,1.0,0.0,53968.65879767488,11129.024175966608,64edcbd39d2b5f08
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898206.799624,0.0,667.0,20.0,1.0,1.0,1.0,0.0,4377.313030977841,1202.4671918491736,667140c426e45393
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898189.299855,0.0,541.0,20.0,1.0,1.0,1.0,0.0,11855.172403278691,2766.1772901799113,6a5b0bbd55395628
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897998.8002958,0.0,667.0,22.0,1.0,1.0,1.0,0.0,10630.041213236158,1812.6629578540576,6d605a6595d75fa9
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899591.299937,0.0,495.0,20.0,1.0,1.0,1.0,0.0,8166.437771046135,1228.0930352567793,701c95bcdaa65c14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898262.299672,0.0,603.0,22.0,1.0,1.0,1.0,0.0,17350.81859281441,3043.941557515555,7399b61d44ea592a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898273.7998,0.0,531.0,21.0,1.0,1.0,1.0,0.0,26164.66911755818,5715.630968009059,73a3a880d8d8522c
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898182.79962,0.0,701.0,23.0,1.0,1.0,1.0,0.0,68574.46009553147,11117.090087714265,74693ae387e752fa
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899500.299325,0.0,521.0,22.0,1.0,1.0,1.0,0.0,7543.169619744418,1374.1288635647975,752b0c820740589e
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898294.300401,0.0,528.0,19.0,1.0,1.0,1.0,0.0,10057.35354236982,1226.7615025282166,7582f7769dfb5d11
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895784.800313,0.0,498.0,22.0,1.0,1.0,1.0,0.0,4102.414501737302,881.913384941671,76031bb4f8f7566d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898183.8003309,0.0,659.0,23.0,1.0,1.0,1.0,0.0,26822.71528777341,4823.903445493004,772a0e9ce5825b3a
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898268.300514,0.0,528.0,21.0,1.0,1.0,1.0,0.0,16405.024808105067,2564.9535171890675,777c2c183e49504e
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895696.299929,0.0,538.0,19.0,1.0,1.0,1.0,0.0,9613.850649244901,2251.4176100791688,78c9157a55905d81
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898100.8,0.0,683.0,19.0,1.0,1.0,1.0,0.0,8001.30016260697,1639.4603814716354,796a327cace65d27
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898076.7995749,0.0,910.0,20.0,1.0,1.0,1.0,0.0,38896.13600497939,10515.480870608064,7a35be74d30b5a74
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897998.300428,0.0,678.0,22.0,1.0,1.0,1.0,0.0,5719.5522923065355,1887.6559499649234,7a61f0a7cbe15387
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899640.800132,0.0,547.0,22.0,1.0,1.0,1.0,0.0,8322.802010707666,2678.048763544353,7b00e131a2885ecf
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898262.799661,0.0,574.0,22.0,1.0,1.0,1.0,0.0,12573.74009834626,2660.54225853327,7b095ec7e3f95c4a
0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897982.301061,0.0,520.0,23.0,1.0,1.0,1.0,0.0,4803.42091894735,1056.5287516262192,7b7ce3374d1e51dc
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895695.299331,0.0,570.0,19.0,1.0,1.0,1.0,0.0,13113.568999053832,2691.325141156953,7beae7492ff45866
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899665.799836,0.0,610.0,23.0,1.0,1.0,1.0,0.0,16386.901223361318,2928.847297670458,7c68734f0453501c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899474.799989,0.0,617.0,20.0,1.0,1.0,1.0,0.0,12671.249268046307,3452.5634580622927,7e35bd1fea5b50da
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899501.800318,0.0,504.0,22.0,1.0,1.0,1.0,0.0,20018.069242400972,2976.117617659676,7eb19d771c975618
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899589.2997758,0.0,520.0,20.0,1.0,1.0,1.0,0.0,12052.110111495425,1941.786981729326,803569f800575929
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898184.8003979,0.0,620.0,23.0,1.0,1.0,1.0,0.0,7243.065060805946,2517.0922612319087,8199bcc7c60a521c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899472.7996309,0.0,532.0,20.0,1.0,1.0,1.0,0.0,26298.24513714259,4288.86981957822,83212ddd15375812
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899583.3000329,0.0,637.0,21.0,1.0,1.0,1.0,0.0,23894.007105217792,5586.931155330522,841f506a559f534f
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899586.799723,0.0,515.0,21.0,1.0,1.0,1.0,0.0,12395.292943161636,2184.9634191603113,8470627d628e55f6
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898292.799667,0.0,536.0,19.0,1.0,1.0,1.0,0.0,10951.13450168482,1882.6863211449152,85185d3ba8b35890
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895720.30073,0.0,520.0,19.0,1.0,1.0,1.0,0.0,4148.647569105251,1300.7717064133274,86536c24d4805ac7
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899593.299754,0.0,698.0,20.0,1.0,1.0,1.0,0.0,4806.7474687080485,1070.2751792904066,8723bbb08b8e5cc8
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898286.799747,0.0,706.0,21.0,1.0,1.0,1.0,0.0,11683.590718874686,2397.4315778943014,87554f4ef47252e4
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897989.800298,0.0,352.0,22.0,1.0,1.0,1.0,0.0,25297.92892676071,2966.7162650412474,88207b881eb5573c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899582.299582,0.0,674.0,21.0,1.0,1.0,1.0,0.0,9143.415987722308,2407.916412220185,88d08f76270d5e37
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899644.800436,0.0,559.0,22.0,1.0,1.0,1.0,0.0,56465.78525863477,9451.12235220107,895513fa202c506f
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897997.8001359,0.0,170.0,22.0,1.0,1.0,1.0,0.0,8969.66461380305,2230.171013642454,89751620b3555ef8
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898288.299576,0.0,647.0,19.0,1.0,1.0,1.0,0.0,30490.64272540668,6929.14515945296,8b5d8d7c95925564
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898098.299408,0.0,491.0,19.0,1.0,1.0,1.0,0.0,15404.553136399807,2801.8562057562317,8d0806dc9c865904
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898292.299399,0.0,542.0,19.0,1.0,1.0,1.0,0.0,22230.962548542342,2744.2964169278016,8d1d97f4b7d05914
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898000.2994828,0.0,626.0,22.0,1.0,1.0,1.0,0.0,12822.914501140503,3565.3408925615454,8ddef59113ee5c86
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899473.8000379,0.0,516.0,20.0,1.0,1.0,1.0,0.0,13943.742917456753,1914.2796090505208,8f41a318d1a45310
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899652.800006,0.0,603.0,23.0,1.0,1.0,1.0,0.0,17346.874788758738,3946.7797425702524,8feb2ae5cc2451c3
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898214.799638,0.0,648.0,21.0,1.0,1.0,1.0,0.0,8185.5818888302365,964.7172300637069,9106979ff1c15ad3
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895784.3001099,0.0,498.0,22.0,1.0,1.0,1.0,0.0,23796.93607699601,3192.17542126367,92838ad73bf95b3a
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899584.799855,0.0,579.0,21.0,1.0,1.0,1.0,0.0,22689.03301308587,4251.585504897678,93141bb128bd5a34
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898269.3000178,0.0,531.0,21.0,1.0,1.0,1.0,0.0,22692.86118816893,4187.937644062968,93358613d3865c5c
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898096.800173,0.0,522.0,19.0,1.0,1.0,1.0,0.0,27502.210426257046,5186.599818490151,963b4781dbe558de
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898076.2995908,0.0,497.0,20.0,1.0,1.0,1.0,0.0,22348.388261953925,2438.56827424594,96588474ccef5f60
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895719.300199,0.0,535.0,19.0,1.0,1.0,1.0,0.0,21795.381835014487,2458.01870905813,969198fbd19d59b1
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898206.2993538,0.0,668.0,20.0,1.0,1.0,1.0,0.0,3816.196289905111,1981.965722077872,9858cb2db360536b
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898094.79967,0.0,576.0,19.0,1.0,1.0,1.0,0.0,5084.827172971425,2250.983995771095,98a0d06140945295
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897984.799696,0.0,442.0,23.0,1.0,1.0,1.0,0.0,30827.240410361865,7154.575014896982,9b0b6d3472465b35
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898073.30006,0.0,593.0,20.0,1.0,1.0,1.0,0.0,12634.317343347453,1911.9024699899755,9ce9ec5a49b1568d
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898190.7997189,0.0,509.0,20.0,1.0,1.0,1.0,0.0,9780.28296219731,2077.9081189973804,9d18c2e4a9c35be7
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898192.300268,0.0,701.0,20.0,1.0,1.0,1.0,0.0,19672.948570890992,3051.7613979318994,9e1be9753cf75e57
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899591.800125,0.0,490.0,20.0,1.0,1.0,1.0,0.0,7843.401207862393,1326.1226319362415,9f0193389f8a520c
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624897985.8002949,0.0,428.0,23.0,1.0,1.0,1.0,0.0,21125.137602966766,4569.073601115064,9fe281ced54b55b2
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899642.799587,0.0,677.0,22.0,1.0,1.0,1.0,0.0,77848.83838189256,7854.133820945657,a067cd2e442c5a4a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898240.300371,0.0,610.0,23.0,1.0,1.0,1.0,0.0,15472.487960559736,5043.305207280762,a1ac8820c36e51c3
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899583.8000898,0.0,616.0,21.0,1.0,1.0,1.0,0.0,12656.779204963914,5617.702260958081,a1ecc6a16c2f5b5e
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899590.7997189,0.0,500.0,20.0,1.0,1.0,1.0,0.0,10605.215722284143,1835.7934204740295,a227effbc53d5fda
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898290.8002288,0.0,569.0,19.0,1.0,1.0,1.0,0.0,9704.667315592254,3126.9164092076285,a523d2a173855e96
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899666.299691,0.0,582.0,23.0,1.0,1.0,1.0,0.0,31023.53368740592,9048.433287863327,a5c9bcab52165145
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898205.799566,0.0,669.0,20.0,1.0,1.0,1.0,0.0,20087.665033549038,3641.0158206257374,a82d8d2d870a5280
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.15.10.57_veh-16_02438_02580,SceneFrameType.ORIGINAL,1624895716.800406,0.0,495.0,19.0,1.0,1.0,1.0,0.0,18488.544344484813,3499.8865153374077,a83a32870332554f
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899642.299301,0.0,707.0,22.0,1.0,1.0,1.0,0.0,21288.341895673067,4804.817072443602,a978cd72e68155b1
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899497.799784,0.0,570.0,22.0,1.0,1.0,1.0,0.0,47552.68252258661,8415.367341977799,abf38de966305279
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898188.300384,0.0,508.0,20.0,1.0,1.0,1.0,0.0,31875.805150270007,6229.236051377274,ac6d9537bf315302
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898075.300086,0.0,531.0,20.0,1.0,1.0,1.0,0.0,28563.00756439344,7711.354274438591,b4d8ee8da1c153f9
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899496.2997339,0.0,513.0,22.0,1.0,1.0,1.0,0.0,7101.199142960934,2995.4612755049693,b4dbd03935ce53fa
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899585.2996628,0.0,560.0,21.0,1.0,1.0,1.0,0.0,88231.24603213467,18815.13826557482,b53db7bbc74956ed
0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898094.299408,0.0,494.0,19.0,1.0,1.0,1.0,0.0,10960.668698321602,3330.566018574968,b55cc20818705801
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899587.300021,0.0,503.0,21.0,1.0,1.0,1.0,0.0,11648.00974796101,1830.8551955779508,b5c2d13e8d5c517a
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8571428571428571,True,2021.06.28.16.29.11_veh-38_01415_01821,SceneFrameType.ORIGINAL,1624899665.300061,0.0,638.0,23.0,1.0,1.0,1.0,0.0,32019.745853136228,6511.752007960419,b64b160540265465
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898095.299986,0.0,561.0,19.0,1.0,1.0,1.0,0.0,5883.719383235159,1776.0435943637256,b83f5bd6726e5996
0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,True,2021.06.28.16.29.11_veh-38_00022_00368,SceneFrameType.ORIGINAL,1624898070.300355,0.0,539.0,20.0,1.0,1.0,1.0,0.0,6578.9957048033375,2326.3116155927255,ba6136583b6254e2
