token,valid,log_name,frame_type,start_time,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,score
c05d72324d015584,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912455.599357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
8a8732cf61dd5452,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912460.599948,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
994db6ebee835fbd,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904909.700042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
aaf90b3acdce5063,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912565.1000428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
62e7b4eb1cc954ad,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899946.998692,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
d834813ce20a54e1,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904867.200093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
c8b422346e1f5252,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900033.4987469,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
b47df4a21c515394,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904866.6999218,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
9f8f670a268550e5,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912567.0994,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
d00c78600089543a,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904956.1996388,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
da668c88a6ef562c,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912458.599464,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
eb0a89861a32518e,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912570.599681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2aa64c0ff1f059fd,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912548.6000528,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
9de91fbb8b275885,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912398.599803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
029a9572e05a5914,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912398.1000578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
cb52442dd7165211,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904908.6998498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0c3c5692dcdd5bdc,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904852.6994839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
112cdade50865f4e,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624905004.1997359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
6b895016e28d513c,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904903.1993499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ea8e1b52032857e1,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912531.599359,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
46320fa2dc795a5a,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912553.599988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
045044cb9f21527e,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904907.199625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
81e0ac3869b95ef4,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899948.998612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
6e190fde9f8958f1,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624905013.1994479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
200c447283ed50eb,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904264.199729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
254dee7f5f1f5f17,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912553.1000679,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
9f841033bc335965,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904844.700131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
03388b830f975734,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904928.6997879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
91d449d737cc50fb,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904880.6998248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
1423dcf83efa5241,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904925.699461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4f98b9b2f76e57be,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912549.100359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
398b056b300955e1,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912462.099725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e952dd35343958d8,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912410.599714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
29518f7a31945a13,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904981.2000358,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
72fe517eb6fe5e27,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904146.699862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
28ecaf0359ee5029,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912418.5996969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
09e2eda76fde54ae,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904963.2002108,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
db94e239ea1a5468,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912410.099953,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
179ea24426e95029,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904153.199575,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25
002a52b0ed5650da,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900028.999054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
053895d2bfc754f3,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904176.699765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
3bc729311a8a5d48,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912459.599328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
008d6e3394a65c1f,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624905014.199713,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
27ba50b0cfa75e8d,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900032.49875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e4ad471729c65fc9,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904957.699432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7aaa1817f97e5e5e,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899949.9982579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
833545ff73da5eb5,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904150.19959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
dc2a5d567a8e5f17,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904175.700203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0a4cf95e90d45770,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904906.199468,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
f6db2434c92450b8,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912554.0996869,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
83280d03b9995f85,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912399.099546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
648b875dc34259c2,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904263.699466,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ee86c71bc0765fd0,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904904.199787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
948099bc138855b6,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912459.0992398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
b58a12e346235cd0,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912402.09967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
60a560bfff6f528b,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904956.6995609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
fb351801ac245053,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912567.5994189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
fb1c9ac223bf5bbe,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904953.700506,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0f4984d978155b23,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904178.199601,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ffd429cac51751d9,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904862.199724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
8cf86f67f10f574a,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912411.099473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
f20518f97cb558d4,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904177.699446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
b562ff054b765717,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904846.700109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4e52e843b10f55eb,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899951.498246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0bb3e400083659c7,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904843.1990309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
f87414e8321c5fa7,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904895.699436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
169ccb03f27e589d,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904901.69981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
c447b75808ee5ea6,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912416.599978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
953aea8a2a085404,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912417.6002629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
f0297d1838cd5b1f,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912460.099751,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
8ab73218fe4a539e,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912549.600292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
e97ba617b7c059a7,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904148.1997259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
16f3b92e5d56573a,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904911.699343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
63070010ae7159f2,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904980.1996188,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
86027694aed550bd,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904853.6995049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
a8afec520f035a68,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904865.699472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ee7be0b111a85c25,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904854.199781,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
b61a78b163d654e0,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624905013.6994488,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2b3b9bb9f6525589,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912392.0994759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
b0fe3222f2905745,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912571.5993888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
307f28eca5e25b39,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900031.998704,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
8959015fc1fe5791,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904926.699806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7f78c5aac332551d,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624905014.699972,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4b43cd9b3d3f576c,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900029.499039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
b711cfd42ac55706,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904847.699699,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
99127f15fd9b5847,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904262.699611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
a87eceb632f253c7,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904179.200105,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
422a764bf2dc593c,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912401.600061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4dad8cf0704c5c43,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904181.199331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
a2652d512cf35d1e,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900030.498843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
489facb8ac705f4a,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900033.998741,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
08a80ada64475443,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904852.199625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
40c083a3c4ff5b45,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904925.19942,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
69c991e96f74541f,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912544.099568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
090594c37ce256a3,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912547.599187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
0ca7781c66ea5fc9,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904864.199808,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
8a6fbabba3745db9,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912458.099696,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
771a9923745f59c5,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912570.0999649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5f2aad4e03625d30,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899995.999054,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
efd0435305f5532a,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904841.2000809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5aac73b6f21a5a86,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904927.699723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7b429e3d4ad159a2,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904929.700044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
f44600c092b959f4,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904160.6995518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d615904971e05b5a,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904954.70011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
8c47d8fc41a55f31,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904173.699348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4023fa59fcfd5671,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912550.099925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
3ff436e401ed5828,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912546.599391,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7c0a753f5a2f5230,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904176.19997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5303407715805679,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904896.699857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7956fe13f69e53dc,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904966.19944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
9ee5cb5e3908569a,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904173.199262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
9e1761b29988514c,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904962.69995,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
d7c78dbb6fb25194,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904880.1999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ed4bcfb05c405bac,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904989.200201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
90693e0d94f05e85,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912545.1000428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
073d05efa44b5241,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904151.200137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
f25881a0f78f5aa9,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912393.599967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
48b6d9fdf22d5a23,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904180.699539,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
876f405da0da5016,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904139.19996,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
3b6fb25a1e725f29,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904843.699157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
01d3726e5bc2576b,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904861.699426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
075154c90a0a5d7c,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904879.700224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
d3cbad95b20b5125,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912566.099649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
12f96c65436e56bf,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899994.498265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
ced4cade3bea53e7,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912569.600255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7c8cb841bdfd5c56,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912571.099407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
2a79320a3e3b5239,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904178.699858,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
b50b8f11d75a5cb0,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904845.200681,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
205cce163e5a5b46,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904902.699492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
1e1f35531c5856bb,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904979.699406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
65107c981e1c568c,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624899949.498427,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0bab0d24762a596d,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904954.2002919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
5d7eedc503ef575c,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904883.199508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
7f2a06cede325573,True,2021.06.28.18.03.27_veh-14_00620_01581,SceneFrameType.ORIGINAL,1624904953.2005608,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
418eb2a0ba415e93,True,2021.06.28.20.24.43_veh-38_00369_00601,SceneFrameType.ORIGINAL,1624912418.099963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
4860585d53665508,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900034.9984899,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
a1ef22ffca3a5993,True,2021.06.28.16.57.59_veh-26_00016_00484,SceneFrameType.ORIGINAL,1624900035.998328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
